Id,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Grade,Gender,Email
419,24,86,99,95,94,92,90,77,Excellent,Female,student419@gmail.com
420,35,92,97,100,91,95,90,95,Excellent,Male,student420@gmail.com
421,14,69,69,84,100,69,77,87,Good,Male,student421@gmail.com
422,3,91,62,75,60,82,91,96,Good,Female,student422@gmail.com
423,15,79,79,97,78,31,99,84,Good,Female,student423@gmail.com
424,23,93,96,80,64,91,68,71,Good,Female,student424@gmail.com
425,19,90,79,90,73,76,68,95,Good,Female,student425@gmail.com
426,33,99,68,100,95,95,88,83,Excellent,Male,student426@gmail.com
427,14,90,69,81,92,65,89,69,Good,Female,student427@gmail.com
428,0,71,84,66,75,93,84,69,Good,Male,student428@gmail.com
429,34,98,93,67,74,81,87,76,Good,Female,student429@gmail.com
430,33,94,99,83,94,93,95,93,Excellent,Female,student430@gmail.com
431,7,92,89,79,76,86,61,81,Good,Male,student431@gmail.com
432,18,100,96,74,61,87,94,60,Good,Male,student432@gmail.com
433,4,48,55,86,51,54,94,61,Average,Female,student433@gmail.com
434,10,63,87,71,68,66,67,99,Good,Male,student434@gmail.com
435,22,89,83,89,91,94,93,69,Excellent,Female,student435@gmail.com
436,28,88,90,93,81,88,90,74,Good,Male,student436@gmail.com
437,2,98,87,67,97,62,60,79,Good,Male,student437@gmail.com
438,0,92,86,88,75,60,50,79,Good,Male,student438@gmail.com
439,24,80,60,100,99,98,75,94,Good,Male,student439@gmail.com
440,15,92,63,91,65,69,94,98,Good,Female,student440@gmail.com
441,1,82,95,68,64,97,99,60,Good,Male,student441@gmail.com
442,8,84,74,74,75,99,99,85,Good,Male,student442@gmail.com
443,9,61,70,65,67,93,81,63,Good,Female,student443@gmail.com
444,33,99,87,98,76,65,94,67,Good,Female,student444@gmail.com
445,32,83,69,90,78,39,95,82,Good,Male,student445@gmail.com
446,4,56,90,95,59,91,77,99,Good,Female,student446@gmail.com
447,2,65,64,52,56,63,82,83,Average,Female,student447@gmail.com
448,20,94,61,77,73,79,65,89,Good,Male,student448@gmail.com
449,21,90,96,73,89,93,87,96,Good,Male,student449@gmail.com
450,29,94,82,81,90,76,97,86,Good,Male,student450@gmail.com
451,13,89,87,63,83,64,85,72,Good,Female,student451@gmail.com
452,24,89,67,68,93,98,75,88,Good,Female,student452@gmail.com
453,30,88,98,87,85,96,77,96,Excellent,Female,student453@gmail.com
454,25,76,94,90,75,92,86,87,Good,Male,student454@gmail.com
455,1,88,78,84,96,92,99,97,Good,Male,student455@gmail.com
456,27,88,76,80,72,100,69,71,Good,Male,student456@gmail.com
457,4,54,88,82,89,72,60,69,Good,Male,student457@gmail.com
458,32,87,87,76,67,68,89,77,Good,Female,student458@gmail.com
459,1,95,73,79,81,82,69,100,Good,Female,student459@gmail.com
460,32,72,72,68,81,95,90,99,Good,Female,student460@gmail.com
461,4,95,76,70,89,88,87,62,Good,Male,student461@gmail.com
462,28,91,97,86,77,83,79,62,Good,Male,student462@gmail.com
463,32,79,81,63,79,96,96,89,Good,Male,student463@gmail.com
464,33,80,71,94,92,92,60,78,Good,Female,student464@gmail.com
465,4,86,90,88,73,50,93,71,Good,Male,student465@gmail.com
466,31,88,88,90,67,77,83,64,Good,Female,student466@gmail.com
467,17,83,95,86,80,64,66,97,Good,Female,student467@gmail.com
468,23,84,84,80,97,87,97,91,Good,Female,student468@gmail.com
469,29,85,82,81,85,72,90,71,Good,Female,student469@gmail.com
470,19,91,85,96,83,74,87,74,Good,Male,student470@gmail.com
471,26,83,71,94,60,63,93,67,Good,Female,student471@gmail.com
472,7,97,93,99,98,96,79,88,Excellent,Male,student472@gmail.com
473,4,63,68,92,73,66,69,87,Good,Male,student473@gmail.com
474,22,92,98,90,82,86,86,89,Good,Male,student474@gmail.com
475,4,78,78,64,94,79,92,63,Good,Female,student475@gmail.com
476,29,78,90,69,100,90,91,90,Good,Female,student476@gmail.com
477,21,89,60,93,79,72,76,85,Good,Male,student477@gmail.com
478,5,53,87,100,84,63,62,95,Good,Female,student478@gmail.com
479,15,63,84,60,85,91,83,84,Good,Female,student479@gmail.com
480,10,100,98,71,100,71,92,63,Good,Male,student480@gmail.com
481,2,79,54,81,87,67,74,85,Good,Male,student481@gmail.com
482,0,93,77,71,62,94,69,72,Good,Female,student482@gmail.com
483,3,97,88,67,72,83,87,62,Good,Female,student483@gmail.com
484,1,76,82,93,98,98,60,65,Good,Female,student484@gmail.com
485,26,84,83,80,91,88,61,61,Good,Male,student485@gmail.com
486,2,56,96,65,61,78,77,95,Good,Male,student486@gmail.com
487,21,97,89,94,91,95,70,75,Good,Female,student487@gmail.com
488,5,67,60,97,53,93,78,81,Good,Female,student488@gmail.com
489,5,97,93,64,74,94,74,76,Good,Male,student489@gmail.com
490,0,100,67,50,78,73,90,91,Good,Male,student490@gmail.com
491,10,83,61,76,75,62,79,94,Good,Female,student491@gmail.com
492,2,85,63,83,83,69,94,80,Good,Male,student492@gmail.com
493,24,100,96,97,64,76,77,61,Good,Female,student493@gmail.com
494,46,92,98,99,86,100,86,87,Excellent,Female,student494@gmail.com
495,31,88,98,65,68,99,94,79,Good,Female,student495@gmail.com
496,33,95,82,62,76,64,91,79,Good,Male,student496@gmail.com
497,26,76,81,84,80,80,84,70,Good,Male,student497@gmail.com
498,19,79,93,72,97,69,78,87,Good,Female,student498@gmail.com
499,25,93,70,84,68,71,85,70,Good,Female,student499@gmail.com
500,24,79,96,78,90,94,76,88,Good,Female,student500@gmail.com
501,21,98,99,72,100,94,77,84,Excellent,Male,student501@gmail.com
502,0,93,99,81,67,87,76,60,Good,Male,student502@gmail.com
503,30,91,79,78,95,86,89,100,Good,Female,student503@gmail.com
504,32,86,99,77,61,72,92,70,Good,Female,student504@gmail.com
505,15,81,80,85,93,68,75,90,Good,Female,student505@gmail.com
506,15,97,94,94,83,91,65,96,Good,Female,student506@gmail.com
507,4,90,95,89,93,92,99,88,Excellent,Female,student507@gmail.com
508,27,90,91,62,82,76,70,64,Good,Female,student508@gmail.com
509,33,82,92,95,61,84,81,82,Good,Male,student509@gmail.com
510,25,91,94,89,74,60,77,77,Good,Female,student510@gmail.com
511,29,70,94,67,74,84,95,65,Good,Male,student511@gmail.com
512,13,60,75,70,96,63,82,80,Good,Female,student512@gmail.com
513,49,85,96,99,94,95,92,95,Excellent,Male,student513@gmail.com
514,34,82,85,72,69,63,99,68,Good,Male,student514@gmail.com
515,28,83,79,92,69,85,71,95,Good,Female,student515@gmail.com
516,44,96,88,100,95,85,94,93,Excellent,Female,student516@gmail.com
517,14,85,87,78,72,91,88,93,Good,Female,student517@gmail.com
518,1,95,61,84,98,63,66,80,Good,Female,student518@gmail.com
519,22,97,92,87,61,75,62,94,Good,Male,student519@gmail.com
520,11,95,69,91,97,89,84,66,Good,Male,student520@gmail.com
521,2,69,98,77,63,88,64,60,Good,Male,student521@gmail.com
522,3,84,55,65,62,56,91,81,Average,Male,student522@gmail.com
523,28,92,100,100,98,83,75,72,Excellent,Female,student523@gmail.com
524,0,87,95,78,82,53,59,66,Good,Male,student524@gmail.com
525,22,97,87,90,70,96,75,93,Good,Male,student525@gmail.com
526,3,92,96,77,95,63,57,90,Good,Male,student526@gmail.com
527,25,72,91,68,79,98,71,89,Good,Male,student527@gmail.com
528,1,50,55,96,72,55,50,64,Average,Female,student528@gmail.com
529,37,97,96,93,94,91,96,87,Excellent,Female,student529@gmail.com
530,28,89,77,69,72,63,84,99,Good,Male,student530@gmail.com
531,30,77,76,90,95,94,99,94,Excellent,Male,student531@gmail.com
532,19,91,89,66,69,100,88,79,Good,Female,student532@gmail.com
533,2,64,92,70,81,85,55,76,Good,Female,student533@gmail.com
534,26,71,87,63,73,89,77,66,Good,Male,student534@gmail.com
535,0,56,79,74,66,92,57,61,Good,Female,student535@gmail.com
536,5,87,70,98,64,65,78,83,Good,Male,student536@gmail.com
537,17,99,69,85,91,77,88,75,Good,Female,student537@gmail.com
538,26,98,88,76,72,92,81,89,Good,Male,student538@gmail.com
539,32,87,83,74,61,81,72,98,Good,Female,student539@gmail.com
540,16,88,96,90,92,68,97,73,Good,Female,student540@gmail.com
541,2,71,52,53,64,89,76,70,Average,Male,student541@gmail.com
542,35,96,90,91,95,99,95,99,Excellent,Male,student542@gmail.com
543,17,81,95,99,65,56,79,98,Good,Female,student543@gmail.com
544,3,94,92,63,84,79,66,96,Good,Female,student544@gmail.com
545,47,94,87,98,90,92,88,100,Excellent,Female,student545@gmail.com
546,29,98,87,75,63,85,88,75,Good,Male,student546@gmail.com
547,5,100,58,54,97,58,51,80,Good,Male,student547@gmail.com
548,12,66,89,65,99,84,84,86,Good,Male,student548@gmail.com
549,35,94,99,97,94,85,97,97,Excellent,Male,student549@gmail.com
550,3,83,90,93,89,64,63,82,Good,Male,student550@gmail.com
551,2,92,54,50,88,90,91,95,Good,Female,student551@gmail.com
552,35,93,100,90,94,97,98,98,Excellent,Female,student552@gmail.com
553,7,69,92,84,98,98,83,87,Good,Female,student553@gmail.com
554,15,94,71,63,73,66,90,91,Good,Female,student554@gmail.com
555,3,100,92,95,90,67,81,66,Good,Male,student555@gmail.com
556,35,96,92,98,100,94,93,86,Excellent,Male,student556@gmail.com
557,28,76,87,99,69,89,93,85,Good,Female,student557@gmail.com
558,4,77,62,94,65,77,77,95,Good,Male,student558@gmail.com
559,4,84,67,79,60,69,80,98,Good,Male,student559@gmail.com
560,16,95,61,68,75,64,76,66,Good,Female,student560@gmail.com
561,26,90,64,94,84,66,61,72,Good,Male,student561@gmail.com
562,30,96,89,73,75,99,89,71,Good,Female,student562@gmail.com
563,2,80,81,92,73,71,71,84,Good,Female,student563@gmail.com
564,34,87,83,75,73,92,91,71,Good,Female,student564@gmail.com
565,0,94,75,91,64,67,93,65,Good,Female,student565@gmail.com
566,3,87,82,88,100,73,96,75,Good,Female,student566@gmail.com
567,30,95,97,88,77,96,96,74,Excellent,Male,student567@gmail.com
568,15,85,96,82,64,82,94,81,Good,Male,student568@gmail.com
569,1,67,65,77,72,94,88,77,Good,Male,student569@gmail.com
570,6,84,100,92,82,85,70,69,Good,Male,student570@gmail.com
571,1,83,88,90,100,71,98,96,Good,Male,student571@gmail.com
572,5,67,78,68,51,77,72,78,Average,Male,student572@gmail.com
573,30,75,92,72,88,92,77,84,Good,Female,student573@gmail.com
574,8,67,76,70,73,81,85,80,Good,Female,student574@gmail.com
575,5,67,54,51,72,75,60,88,Average,Female,student575@gmail.com
576,5,72,91,78,97,86,93,77,Good,Female,student576@gmail.com
577,4,78,98,76,68,86,91,82,Good,Female,student577@gmail.com
578,47,85,87,92,96,92,90,88,Excellent,Male,student578@gmail.com
579,16,100,70,69,61,100,65,81,Good,Female,student579@gmail.com
580,3,56,59,89,68,79,83,68,Good,Male,student580@gmail.com
581,32,93,75,83,99,100,91,74,Excellent,Male,student581@gmail.com
582,31,89,91,85,69,76,92,94,Good,Male,student582@gmail.com
583,6,59,88,74,92,72,97,64,Good,Male,student583@gmail.com
584,16,99,70,74,65,99,74,62,Good,Male,student584@gmail.com
585,34,89,89,85,74,78,87,82,Good,Male,student585@gmail.com
586,26,86,63,78,78,80,67,97,Good,Male,student586@gmail.com
587,21,79,65,91,65,61,88,95,Good,Female,student587@gmail.com
588,46,96,89,91,90,90,91,99,Excellent,Male,student588@gmail.com
589,48,95,90,85,90,96,89,96,Excellent,Male,student589@gmail.com
590,46,96,85,90,95,100,96,88,Excellent,Female,student590@gmail.com
591,28,95,80,64,97,85,94,60,Good,Male,student591@gmail.com
592,2,80,62,84,95,71,85,87,Good,Female,student592@gmail.com
593,32,86,70,73,85,67,91,98,Good,Female,student593@gmail.com
594,5,42,95,99,61,62,77,99,Good,Male,student594@gmail.com
595,31,80,93,93,94,81,81,78,Good,Female,student595@gmail.com
596,1,79,97,100,94,65,62,76,Good,Female,student596@gmail.com
597,4,43,63,91,67,74,71,88,Average,Female,student597@gmail.com
598,8,58,84,95,66,99,91,70,Good,Male,student598@gmail.com
599,23,86,73,83,93,46,91,70,Good,Male,student599@gmail.com
600,23,96,91,97,84,89,82,75,Excellent,Male,student600@gmail.com
601,28,91,88,98,89,75,91,92,Excellent,Male,student601@gmail.com
602,7,85,62,77,62,80,88,83,Good,Female,student602@gmail.com
603,5,87,91,93,92,97,95,99,Excellent,Female,student603@gmail.com
604,4,60,91,85,67,98,61,64,Good,Male,student604@gmail.com
605,26,76,85,67,60,100,63,64,Good,Female,student605@gmail.com
606,33,84,89,74,79,86,93,95,Good,Female,student606@gmail.com
607,34,87,94,74,84,77,82,85,Good,Female,student607@gmail.com
608,16,82,79,64,75,93,82,60,Good,Male,student608@gmail.com
609,3,64,61,73,70,87,75,100,Good,Male,student609@gmail.com
610,25,77,80,88,84,84,92,82,Good,Female,student610@gmail.com
611,4,86,82,90,69,66,93,94,Good,Male,student611@gmail.com
612,4,81,84,76,88,84,89,87,Good,Male,student612@gmail.com
613,21,91,90,92,78,67,86,71,Good,Female,student613@gmail.com
614,4,72,99,61,67,95,98,89,Good,Male,student614@gmail.com
615,24,80,70,80,96,72,99,65,Good,Female,student615@gmail.com
616,16,90,89,98,70,79,60,92,Good,Male,student616@gmail.com
617,2,72,51,52,98,50,90,63,Average,Female,student617@gmail.com
618,35,93,85,89,93,90,91,88,Excellent,Female,student618@gmail.com
619,24,95,85,90,94,91,84,85,Excellent,Male,student619@gmail.com
620,46,86,93,89,90,100,86,93,Excellent,Female,student620@gmail.com
621,1,89,55,89,67,55,64,70,Good,Female,student621@gmail.com
622,26,90,75,67,85,64,95,96,Good,Female,student622@gmail.com
623,5,79,95,81,67,66,71,66,Good,Female,student623@gmail.com
624,17,86,88,98,66,62,95,90,Good,Male,student624@gmail.com
625,4,83,78,68,72,77,89,70,Good,Male,student625@gmail.com
626,27,85,92,62,95,65,89,95,Good,Male,student626@gmail.com
627,0,66,78,86,87,64,65,64,Good,Female,student627@gmail.com
628,16,93,80,60,62,43,68,67,Good,Female,student628@gmail.com
629,14,65,89,79,95,71,61,62,Good,Male,student629@gmail.com
630,5,52,66,98,83,92,82,91,Good,Female,student630@gmail.com
631,31,90,80,84,70,65,89,64,Good,Female,student631@gmail.com
632,4,83,89,99,100,73,86,88,Good,Female,student632@gmail.com
633,5,62,89,72,68,85,80,75,Good,Female,student633@gmail.com
634,11,98,72,99,84,60,95,93,Good,Male,student634@gmail.com
635,12,76,75,74,67,76,82,79,Good,Male,student635@gmail.com
636,5,97,62,98,70,67,71,70,Good,Male,student636@gmail.com
637,1,63,60,95,99,87,58,66,Good,Male,student637@gmail.com
638,2,98,99,64,88,72,87,99,Good,Female,student638@gmail.com
639,1,78,84,84,61,88,67,92,Good,Male,student639@gmail.com
640,30,85,77,89,77,84,71,71,Good,Male,student640@gmail.com
641,0,59,100,84,93,70,56,74,Good,Female,student641@gmail.com
642,6,99,77,88,60,93,61,96,Good,Female,student642@gmail.com
643,24,76,62,86,80,47,85,71,Good,Male,student643@gmail.com
644,26,80,90,85,89,85,80,68,Good,Female,student644@gmail.com
645,0,82,74,92,50,77,98,100,Good,Male,student645@gmail.com
646,18,89,64,72,61,75,68,83,Good,Male,student646@gmail.com
647,20,89,79,75,80,97,94,68,Good,Female,student647@gmail.com
648,23,86,89,94,95,60,90,90,Good,Female,student648@gmail.com
649,4,65,76,92,86,93,61,97,Good,Male,student649@gmail.com
650,30,77,95,77,84,60,90,89,Good,Female,student650@gmail.com
651,34,88,85,68,62,64,99,66,Good,Female,student651@gmail.com
652,26,98,77,94,87,44,85,61,Good,Male,student652@gmail.com
653,27,84,86,90,80,72,99,85,Good,Male,student653@gmail.com
654,18,91,85,66,83,70,71,80,Good,Male,student654@gmail.com
655,39,97,95,94,90,86,85,95,Excellent,Male,student655@gmail.com
656,29,77,88,63,87,71,93,84,Good,Male,student656@gmail.com
657,27,100,84,93,96,97,70,95,Excellent,Male,student657@gmail.com
658,17,93,70,62,99,63,83,60,Good,Male,student658@gmail.com
659,31,93,99,79,78,64,87,76,Good,Male,student659@gmail.com
660,13,94,89,74,75,73,78,61,Good,Male,student660@gmail.com
661,12,88,86,79,93,68,92,99,Good,Male,student661@gmail.com
662,0,93,95,94,70,83,86,94,Good,Male,student662@gmail.com
663,21,83,75,84,68,95,80,88,Good,Female,student663@gmail.com
664,28,96,93,100,96,97,81,72,Excellent,Male,student664@gmail.com
665,35,87,88,93,88,96,85,94,Excellent,Male,student665@gmail.com
666,24,95,82,84,69,63,85,69,Good,Female,student666@gmail.com
667,28,87,87,86,84,66,83,81,Good,Female,student667@gmail.com
668,0,43,95,64,95,66,67,74,Good,Male,student668@gmail.com
669,0,40,100,88,79,71,86,89,Good,Male,student669@gmail.com
670,3,64,70,98,82,100,72,78,Good,Female,student670@gmail.com
671,16,72,79,95,68,75,70,88,Good,Male,student671@gmail.com
672,26,77,96,86,84,90,85,91,Good,Female,student672@gmail.com
673,4,40,86,53,63,50,87,77,Average,Male,student673@gmail.com
674,24,100,89,90,96,72,90,86,Excellent,Female,student674@gmail.com
675,22,89,93,95,88,72,76,71,Good,Female,student675@gmail.com
676,14,97,74,76,72,62,69,90,Good,Male,student676@gmail.com
677,21,100,77,74,61,81,96,96,Good,Female,student677@gmail.com
678,29,81,88,85,89,81,91,98,Good,Female,student678@gmail.com
679,3,100,91,53,78,55,91,74,Good,Male,student679@gmail.com
680,4,80,65,96,73,84,92,73,Good,Female,student680@gmail.com
681,19,79,88,83,84,78,72,79,Good,Female,student681@gmail.com
682,33,96,64,100,87,88,60,62,Good,Female,student682@gmail.com
683,24,95,81,91,62,36,79,69,Good,Female,student683@gmail.com
684,29,86,68,65,64,95,82,87,Good,Female,student684@gmail.com
685,27,86,97,72,90,95,99,76,Excellent,Female,student685@gmail.com
686,20,87,68,66,83,92,81,80,Good,Male,student686@gmail.com
687,35,94,87,100,90,86,86,90,Excellent,Female,student687@gmail.com
688,29,88,71,87,85,100,78,78,Good,Female,student688@gmail.com
689,0,88,69,76,64,90,78,80,Good,Female,student689@gmail.com
690,10,76,61,68,88,86,87,66,Good,Female,student690@gmail.com
691,29,84,66,99,80,71,88,89,Good,Male,student691@gmail.com
692,17,96,77,91,85,69,91,91,Good,Female,student692@gmail.com
693,1,57,75,64,85,53,95,81,Good,Female,student693@gmail.com
694,14,93,79,82,67,64,90,65,Good,Male,student694@gmail.com
695,24,88,84,61,61,79,62,99,Good,Female,student695@gmail.com
696,35,89,99,86,97,98,97,93,Excellent,Female,student696@gmail.com
697,19,80,88,94,94,100,99,99,Excellent,Male,student697@gmail.com
698,23,94,92,61,87,61,94,69,Good,Female,student698@gmail.com
699,14,99,74,98,69,69,64,96,Good,Male,student699@gmail.com
700,21,81,72,87,62,69,93,72,Good,Female,student700@gmail.com
701,18,91,61,95,82,77,87,95,Good,Female,student701@gmail.com
702,16,71,100,99,95,91,96,96,Excellent,Female,student702@gmail.com
703,2,61,66,78,79,79,96,81,Good,Female,student703@gmail.com
704,16,87,89,60,66,79,81,65,Good,Female,student704@gmail.com
705,29,93,69,79,78,77,73,77,Good,Male,student705@gmail.com
706,35,92,88,87,98,96,85,96,Excellent,Male,student706@gmail.com
707,11,96,87,99,65,98,79,93,Good,Female,student707@gmail.com
708,4,83,75,77,61,93,61,75,Good,Female,student708@gmail.com
709,15,78,84,79,96,76,71,71,Good,Female,student709@gmail.com
710,25,82,74,84,74,86,81,100,Good,Female,student710@gmail.com
711,31,94,91,68,61,34,60,63,Good,Female,student711@gmail.com
712,30,93,73,97,89,88,63,70,Good,Male,student712@gmail.com
713,17,80,95,98,95,96,97,85,Excellent,Female,student713@gmail.com
714,0,55,99,71,94,69,87,84,Good,Female,student714@gmail.com
715,10,94,71,83,76,99,95,94,Good,Female,student715@gmail.com
716,22,72,72,85,90,75,94,65,Good,Female,student716@gmail.com
717,16,98,89,75,68,87,69,96,Good,Male,student717@gmail.com
718,11,71,98,66,65,78,81,82,Good,Female,student718@gmail.com
719,35,99,95,89,90,95,98,99,Excellent,Female,student719@gmail.com
720,25,97,67,86,95,65,91,76,Good,Male,student720@gmail.com
721,5,85,64,99,93,89,61,67,Good,Female,student721@gmail.com
722,35,100,88,98,90,93,95,98,Excellent,Male,student722@gmail.com
723,15,89,63,73,83,74,91,83,Good,Female,student723@gmail.com
724,21,76,87,63,92,93,87,88,Good,Female,student724@gmail.com
725,3,100,68,80,75,85,82,85,Good,Female,student725@gmail.com
726,1,77,99,99,76,70,80,90,Good,Female,student726@gmail.com
727,32,85,86,84,81,92,84,93,Good,Female,student727@gmail.com
728,25,70,83,63,86,97,88,79,Good,Male,student728@gmail.com
729,26,76,83,90,68,96,94,87,Good,Male,student729@gmail.com
730,34,75,82,89,65,85,89,81,Good,Male,student730@gmail.com
731,25,97,65,96,87,87,95,100,Good,Female,student731@gmail.com
732,3,72,81,61,73,96,72,86,Good,Female,student732@gmail.com
733,12,84,69,68,92,86,67,73,Good,Female,student733@gmail.com
734,25,84,94,65,74,92,81,79,Good,Male,student734@gmail.com
735,50,94,87,99,99,86,86,85,Excellent,Female,student735@gmail.com
736,15,80,91,100,87,87,94,100,Good,Female,student736@gmail.com
737,34,87,98,79,87,92,80,93,Good,Male,student737@gmail.com
738,27,93,94,87,92,99,93,88,Excellent,Female,student738@gmail.com
739,5,87,69,96,61,72,78,99,Good,Male,student739@gmail.com
740,0,64,51,70,94,86,65,80,Good,Male,student740@gmail.com
741,15,96,73,91,71,72,74,76,Good,Female,student741@gmail.com
742,31,97,62,93,80,96,94,67,Good,Male,student742@gmail.com
743,0,62,79,75,65,71,75,93,Good,Male,student743@gmail.com
744,5,97,79,96,94,59,83,64,Good,Male,student744@gmail.com
745,35,85,100,90,93,94,97,98,Excellent,Male,student745@gmail.com
746,27,68,95,66,65,89,84,100,Good,Female,student746@gmail.com
747,1,45,68,99,91,88,63,61,Good,Male,student747@gmail.com
748,2,86,79,86,73,53,84,79,Good,Female,student748@gmail.com
749,34,97,94,73,98,87,97,98,Excellent,Female,student749@gmail.com
750,18,93,67,65,61,61,96,65,Good,Female,student750@gmail.com
751,14,85,93,75,72,84,63,63,Good,Male,student751@gmail.com
752,6,88,88,98,92,71,66,90,Good,Female,student752@gmail.com
753,2,100,67,98,71,92,79,99,Good,Female,student753@gmail.com
754,19,93,74,88,92,77,89,96,Good,Male,student754@gmail.com
755,1,70,63,73,97,63,61,90,Good,Male,student755@gmail.com
756,13,82,67,94,88,86,89,98,Good,Male,student756@gmail.com
757,3,41,76,94,93,79,84,96,Good,Female,student757@gmail.com
758,21,94,74,74,89,67,93,96,Good,Female,student758@gmail.com
759,29,67,69,75,94,98,80,74,Good,Female,student759@gmail.com
760,11,89,75,64,81,66,82,92,Good,Female,student760@gmail.com
761,23,82,82,100,93,91,61,83,Good,Male,student761@gmail.com
762,30,96,79,93,92,92,71,87,Good,Male,student762@gmail.com
763,13,94,84,84,89,52,97,76,Good,Male,student763@gmail.com
764,19,84,65,83,99,86,75,67,Good,Female,student764@gmail.com
765,33,87,98,97,70,80,67,82,Good,Male,student765@gmail.com
766,21,90,93,66,77,72,82,82,Good,Male,student766@gmail.com
767,31,86,81,91,83,97,83,80,Good,Male,student767@gmail.com
768,3,48,72,64,65,64,55,79,Average,Male,student768@gmail.com
769,3,49,59,99,59,75,54,70,Average,Male,student769@gmail.com
770,30,90,83,72,77,99,84,67,Good,Female,student770@gmail.com
771,1,40,51,93,100,76,60,99,Good,Male,student771@gmail.com
772,8,78,81,71,91,79,79,75,Good,Male,student772@gmail.com
773,29,87,68,75,96,91,72,78,Good,Female,student773@gmail.com
774,18,79,81,68,70,60,65,71,Good,Male,student774@gmail.com
775,4,100,100,94,83,62,92,71,Good,Female,student775@gmail.com
776,10,71,72,65,65,65,67,97,Average,Female,student776@gmail.com
777,32,77,64,69,60,92,76,74,Good,Female,student777@gmail.com
778,32,83,84,96,96,79,80,81,Good,Male,student778@gmail.com
779,16,96,79,80,71,67,76,63,Good,Female,student779@gmail.com
780,35,91,96,100,95,100,94,95,Excellent,Male,student780@gmail.com
781,2,71,69,95,83,90,93,89,Good,Male,student781@gmail.com
782,27,84,80,75,63,71,86,63,Good,Male,student782@gmail.com
783,28,91,61,61,85,64,76,88,Good,Male,student783@gmail.com
784,2,59,65,72,60,94,63,75,Average,Male,student784@gmail.com
785,42,89,90,91,95,87,92,96,Excellent,Female,student785@gmail.com
786,31,81,92,68,93,69,78,89,Good,Female,student786@gmail.com
787,15,77,84,86,97,90,83,92,Good,Male,student787@gmail.com
788,1,72,58,73,57,67,88,70,Average,Male,student788@gmail.com
789,10,91,63,78,93,76,76,90,Good,Female,student789@gmail.com
790,40,88,100,94,91,85,91,88,Excellent,Female,student790@gmail.com
791,40,94,88,99,92,98,85,95,Excellent,Female,student791@gmail.com
792,8,67,72,98,65,61,87,89,Good,Female,student792@gmail.com
793,22,88,86,82,89,81,61,83,Good,Female,student793@gmail.com
794,21,67,67,62,80,61,61,82,Average,Male,student794@gmail.com
795,31,95,87,96,97,83,93,88,Excellent,Female,student795@gmail.com
796,10,96,91,78,94,81,88,86,Good,Male,student796@gmail.com
797,35,87,99,99,100,98,96,94,Excellent,Male,student797@gmail.com
798,14,85,88,85,92,96,81,95,Good,Female,student798@gmail.com
799,7,88,85,100,68,65,97,94,Good,Male,student799@gmail.com
800,4,94,68,72,99,83,53,83,Good,Male,student800@gmail.com
801,14,67,100,77,85,73,95,86,Good,Male,student801@gmail.com
802,29,92,63,99,77,82,88,72,Good,Female,student802@gmail.com
803,20,76,75,60,77,71,70,88,Good,Female,student803@gmail.com
804,24,86,75,96,62,81,91,84,Good,Female,student804@gmail.com
805,27,94,94,86,62,73,90,75,Good,Female,student805@gmail.com
806,31,100,85,62,62,89,65,67,Good,Female,student806@gmail.com
807,27,74,84,71,93,65,98,61,Good,Female,student807@gmail.com
808,23,99,98,70,73,63,62,88,Good,Female,student808@gmail.com
809,0,66,97,72,98,86,86,63,Good,Male,student809@gmail.com
810,35,99,96,100,95,90,95,88,Excellent,Female,student810@gmail.com
811,33,97,76,99,85,98,62,97,Good,Male,student811@gmail.com
812,11,81,71,76,95,99,85,71,Good,Male,student812@gmail.com
813,10,95,88,62,85,82,94,73,Good,Female,student813@gmail.com
814,3,55,69,53,75,86,95,61,Good,Male,student814@gmail.com
815,5,50,62,97,90,93,75,80,Good,Male,student815@gmail.com
816,34,98,84,90,83,84,61,99,Good,Male,student816@gmail.com
817,15,88,67,71,85,68,88,67,Good,Male,student817@gmail.com
818,20,87,99,92,85,62,69,67,Good,Male,student818@gmail.com
819,3,73,74,94,76,97,86,85,Good,Male,student819@gmail.com
820,2,46,71,60,50,85,69,62,Average,Male,student820@gmail.com
821,27,88,82,90,94,99,78,65,Good,Male,student821@gmail.com
822,29,95,62,68,64,71,87,60,Good,Female,student822@gmail.com
823,2,73,71,60,70,78,72,78,Good,Female,student823@gmail.com
824,9,70,88,100,91,98,68,81,Good,Male,student824@gmail.com
825,14,84,100,99,94,84,86,63,Excellent,Female,student825@gmail.com
826,25,88,60,87,90,87,86,62,Good,Female,student826@gmail.com
827,9,66,65,82,96,87,87,63,Good,Male,student827@gmail.com
828,2,46,54,93,57,99,59,73,Average,Female,student828@gmail.com
829,31,71,92,60,73,74,86,94,Good,Female,student829@gmail.com
830,3,76,77,99,87,95,94,85,Good,Female,student830@gmail.com
831,12,78,95,66,70,75,99,84,Good,Male,student831@gmail.com
832,5,100,54,70,58,50,95,92,Good,Male,student832@gmail.com
833,11,73,97,87,93,78,99,86,Good,Male,student833@gmail.com
834,4,96,63,85,77,82,65,88,Good,Male,student834@gmail.com
835,25,82,84,93,70,99,66,80,Good,Male,student835@gmail.com
836,33,81,91,71,79,98,69,75,Good,Female,student836@gmail.com
